ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/07cacd8e-6aaf-4cab-abeb-28319f454606,key_19801,,,skill/competence,transversal,understand written Ukrainian,"understanding written Ukrainian
read Ukrainian
understand Ukrainian writing
comprehend written Ukrainian
understand written Ukrainian
make sense of written Ukrainian
interpret written Ukrainian",Read and comprehend written texts in Ukrainian.,,
http://data.europa.eu/esco/skill/07d1dd29-4954-48f0-b807-6df53a7bceb2,key_19802,,,knowledge,cross-sector,theories of personality,"personality theory
theoretical concepts of personality
personality theories
theories of personality
theory of personality","Theoretical conceptions of personality, such as psychodynamic theory, humanistic theory or behaviorism.",,
http://data.europa.eu/esco/skill/07d29906-da74-4a35-b064-422877289c28,key_19803,,,skill/competence,sector-specific,inspect drilling equipment,"drill checking
drilling equipment inspection
inspect drilling equipment
check drills
inspecting drilling equipment
inspection of drilling equipment
inspecting of drilling equipment
checking of drills
checking drills",Ensure that all drilling equipment works correctly and safely; inspect machines before as well as during drilling operations.,,
http://data.europa.eu/esco/skill/07d3074b-f5cd-420a-bdf8-c8d643563ea5,key_19804,,,skill/competence,cross-sector,respect publication formats,"respect formats for publication
comply with publication formats
conform to publication formats
adhere to publication formats
respect publication format
respect publication formats
respecting publication formats",Submit text material for printing purposes. Always respect the required and expected publication formats.,,
http://data.europa.eu/esco/skill/07dcecd9-b629-40cf-aea9-dbd62e77f841,key_19805,,,skill/competence,sector-specific,use snow-removal equipment,"utilize snow-removal equipment
use snow-removal equipment
use snow removal equipment
using snow-removal equipment
operate snow-removal equipment","Use equipment such as shovels, snow rakes, snow blowers, ladders or aerial lifts to remove snow from various structures such as rooftops and other building structures and public spaces.",,
http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,key_19806,,,skill/competence,sector-specific,create prototype of user experience solutions,"create prototype of user experience solutions
UX","Design and prepare mock-ups, prototypes and flows in order to test User Experience (UX) solutions or to collect feedback from users, customers, partners or stakeholders.",,
http://data.europa.eu/esco/skill/07e1799a-82c2-4877-9b43-1499812c5619,key_19807,,,skill/competence,cross-sector,wear cleanroom suit,"wearing bunny suit
wear clean room suit
wear bunny suit
wearing clean room suit
cleanroom suit wearing
wear cleanroom suit
wear anti-contamination suit
bunny suit wearing
wearing anti-contamination suit
clean room suit wearing
anti-contamination suit wearing
wearing cleanroom suit",Wear garments appropriate for environments that require a high level of cleanliness to control the level of contamination.,,
http://data.europa.eu/esco/skill/07e2b2c7-c2a4-4a9b-a24a-48619e30b588,key_19808,,,skill/competence,sector-specific,monitor stamp machine,"monitoring stamp machine
monitor stamp machine
oversee stamp machine
monitor a stamp machine
watch stamp machine
view stamp machine
supervise stamp machine","Monitor automated production line and stamp machine to ensure smooth operation. Monitor and report any damaged cigarette package. Stand at a machine while stamping product, using two hands for stamping and stabilising.",,
http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,key_19809,,,skill/competence,cross-sector,apply system organisational policies,apply system organizational  policies,"Implement internal policies related to the development, internal and external usage of technological systems, such as software systems, network systems and telecommunications systems, in order to achieve a set of goals and targets regarding the efficient operations and growth of an organisation.",,
http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,key_19810,,,skill/competence,cross-sector,propose ICT solutions to business problems,"propose technical solutions to business problems
propose ICT solutions to business problems","Suggest how to solve business issues, using ICT means, so that business processes are improved.",,
http://data.europa.eu/esco/skill/07e6231e-fbd4-4876-8ab5-346710dabe85,key_19811,,,skill/competence,occupation-specific,start up chocolate moulding line,"start up chocolate molding  line
start up of the chocolate moulding lines
begin chocolate moulding line
launch chocolate moulding line
establish chocolate moulding line
construct chocolate moulding line
starting up chocolate moulding line","Start up moulding line equipment, including chillers, air compressor, chocolate tanks, pumps and tempering units.",,
http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,key_19812,,,skill/competence,sector-specific,calculate costs of repair operations,"measure costs of repair operations
calculating costs of repair operations
calculate the costs of repair operations
count costs of repair operations
forecast costs of repair operations
tally costs of repair operations
calculate the cost of repair operations",Calculate material and labour costs of repair operations. Understand appropriate computer programmes.,,
http://data.europa.eu/esco/skill/07ebe761-763e-4bf8-8cb7-c16da0d66981,key_19813,,,skill/competence,sector-specific,handle different pottery materials,"manage different materials of pottery
manage different clay and mud recipes
manage different clay or mud recipes
manage different pottery materials","Treat different recipes of clay and mud according to the genre (such as china) or the expected strength, look, colour, tradition or innovation in the creative process.",,
http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,key_19814,,,skill/competence,cross-sector,interpret scientific data to assess water quality,"assess water quality data
interpret scientific data to assess water quality
analysing scientific data to assess water quality
interpret water quality data
interpreting water quality data
analyse water quality data
assessing water quality data
analyse scientific data to assess water quality
analysing water quality data
scientific data interpreting to assess water quality
scientific data analysing to assess water quality",Analyse and interpret data like biological properties to know the quality of water.,,
http://data.europa.eu/esco/skill/08040bcc-a824-4441-bfd0-738b2de965cf,key_19815,,,skill/competence,cross-sector,tolerate strong smells,"abide strong smells
bear strong smells
endure strong smells
tolerate strong smells
accept strong smells
tolerate a strong smells",Tolerate strong smells expelled by the goods being processed during the production of goods.,,
